,time_in_sec,Acceleration_vertical_axis(in G),Acceleration_lateral_axis(in G),id_of_antenna_reading,signal_strength_indicator(RSSI),Phase,Frequency,target
29307,259.57,-0.048229,-0.10491,1,-55.5,2.1077,920.75,3
29308,259.63,-0.048229,-0.10491,1,-55.5,2.1077,920.75,3
29309,259.68,-0.048229,-0.10491,1,-55.5,2.1077,920.75,3
29310,259.73,-0.048229,-0.10491,1,-55.5,2.1077,920.75,3
29311,259.75,-0.048229,-0.10491,1,-55.5,2.1077,920.75,3
29312,259.8,-0.048229,-0.10491,3,-58.0,1.7349,924.75,3
29313,259.82,-0.048229,-0.10491,3,-58.0,1.7349,924.75,3
29314,259.88,-0.048229,-0.10491,3,-58.0,1.7349,924.75,3
29315,259.93,-0.048229,-0.10491,3,-58.0,1.7349,924.75,3
29316,259.95,-0.048229,-0.10491,3,-58.0,1.7349,924.75,3
29317,260.0,-0.048229,-0.10491,3,-58.0,1.7349,924.75,3
29318,260.05,-0.048229,-0.10491,3,-58.0,6.0608,922.75,3
29319,260.07,-0.048229,-0.10491,3,-58.0,6.0608,922.75,3
29320,260.13,-0.048229,-0.10491,3,-58.0,6.0608,922.75,3
29321,260.18,-0.048229,-0.10491,3,-58.0,6.0608,922.75,3
29322,260.2,-0.048229,-0.10491,3,-58.0,6.0608,922.75,3
29323,260.25,-0.048229,-0.10491,3,-58.0,6.0608,922.75,3
29324,260.75,-0.01378,-0.11631,1,-55.5,5.8844,923.25,3
29325,260.82,-0.01378,-0.11631,1,-55.5,5.8844,923.25,3
29326,260.85,-0.01378,-0.11631,1,-55.5,5.8844,923.25,3
29327,260.9,-0.01378,-0.11631,1,-55.5,5.8844,923.25,3
29328,260.95,-0.01378,-0.11631,1,-55.5,5.8844,923.25,3
29329,260.98,-0.01378,-0.11631,1,-55.5,5.8844,923.25,3
29330,261.25,-0.025263,-0.15052,3,-57.5,0.075165,922.25,3
29331,261.32,-0.025263,-0.15052,3,-57.5,0.075165,922.25,3
29332,261.38,-0.025263,-0.15052,3,-57.5,0.075165,922.25,3
29333,261.4,-0.025263,-0.15052,3,-57.5,0.075165,922.25,3
29334,261.45,-0.025263,-0.15052,3,-57.5,0.075165,922.25,3
29335,261.5,-0.025263,-0.15052,3,-57.5,0.075165,922.25,3
29336,261.53,-0.025263,-0.15052,1,-56.0,5.01,924.25,3
29337,261.57,-0.025263,-0.15052,1,-56.0,5.01,924.25,3
29338,261.63,-0.025263,-0.15052,1,-56.0,5.01,924.25,3
29339,261.65,-0.025263,-0.15052,1,-56.0,5.01,924.25,3
29340,261.7,-0.025263,-0.15052,1,-56.0,5.01,924.25,3
29341,261.75,-0.025263,-0.15052,1,-56.0,5.01,924.25,3
29342,262.25,-0.14009000000000002,-0.025087,1,-56.5,4.5943,924.75,3
29343,262.32,-0.14009000000000002,-0.025087,1,-56.5,4.5943,924.75,3
29344,262.38,-0.14009000000000002,-0.025087,1,-56.5,4.5943,924.75,3
29345,262.4,-0.14009000000000002,-0.025087,1,-56.5,4.5943,924.75,3
29346,262.45,-0.14009000000000002,-0.025087,1,-56.5,4.5943,924.75,3
29347,262.5,-0.14009000000000002,-0.025087,1,-56.5,4.5943,924.75,3
29348,263.5,-0.17454,-0.025087,3,-57.5,6.1497,922.25,3
29349,263.57,-0.17454,-0.025087,3,-57.5,6.1497,922.25,3
29350,263.63,-0.17454,-0.025087,3,-57.5,6.1497,922.25,3
29351,263.68,-0.17454,-0.025087,3,-57.5,6.1497,922.25,3
29352,263.7,-0.17454,-0.025087,3,-57.5,6.1497,922.25,3
29353,263.75,-0.17454,-0.025087,3,-57.5,6.1497,922.25,3
29354,263.8,-0.17454,-0.025087,3,-57.5,0.61359,921.25,3
29355,263.82,-0.17454,-0.025087,3,-57.5,0.61359,921.25,3
29356,263.88,-0.17454,-0.025087,3,-57.5,0.61359,921.25,3
29357,263.9,-0.17454,-0.025087,3,-57.5,0.61359,921.25,3
29358,263.95,-0.17454,-0.025087,3,-57.5,0.61359,921.25,3
29359,264.0,-0.17454,-0.025087,3,-57.5,0.61359,921.25,3
29360,264.25,-0.17454,-0.025087,1,-57.5,5.5239,920.75,3
29361,264.32,-0.17454,-0.025087,1,-57.5,5.5239,920.75,3
29362,264.38,-0.17454,-0.025087,1,-57.5,5.5239,920.75,3
29363,264.4,-0.17454,-0.025087,1,-57.5,5.5239,920.75,3
29364,264.45,-0.17454,-0.025087,1,-57.5,5.5239,920.75,3
29365,264.5,-0.17454,-0.025087,1,-57.5,5.5239,920.75,3
29366,265.0,-0.17454,-0.025087,3,-61.0,1.9589,922.75,3
29367,265.07,-0.17454,-0.025087,3,-61.0,1.9589,922.75,3
29368,265.13,-0.17454,-0.025087,3,-61.0,1.9589,922.75,3
29369,265.15,-0.17454,-0.025087,3,-61.0,1.9589,922.75,3
29370,265.2,-0.17454,-0.025087,3,-61.0,1.9589,922.75,3
29371,265.25,-0.17454,-0.025087,3,-61.0,1.9589,922.75,3
29372,266.25,0.90487,0.13456,1,-59.0,5.8184,921.25,4
29373,266.32,0.90487,0.13456,1,-59.0,5.8184,921.25,4
29374,266.38,0.90487,0.13456,1,-59.0,5.8184,921.25,4
29375,266.4,0.90487,0.13456,1,-59.0,5.8184,921.25,4
29376,266.45,0.90487,0.13456,1,-59.0,5.8184,921.25,4
29377,266.48,0.90487,0.13456,1,-59.0,5.8184,921.25,4
29378,266.75,0.90487,0.13456,1,-56.5,4.6771,920.75,4
29379,266.82,0.90487,0.13456,1,-56.5,4.6771,920.75,4
29380,266.85,0.90487,0.13456,1,-56.5,4.6771,920.75,4
29381,266.9,0.90487,0.13456,1,-56.5,4.6771,920.75,4
29382,266.95,0.90487,0.13456,1,-56.5,4.6771,920.75,4
29383,266.98,0.90487,0.13456,1,-56.5,4.6771,920.75,4
29384,267.25,0.90487,0.13456,1,-62.5,0.83449,922.75,4
29385,267.32,0.90487,0.13456,1,-62.5,0.83449,922.75,4
29386,267.35,0.90487,0.13456,1,-62.5,0.83449,922.75,4
29387,267.4,0.90487,0.13456,1,-62.5,0.83449,922.75,4
29388,267.45,0.90487,0.13456,1,-62.5,0.83449,922.75,4
29389,267.48,0.90487,0.13456,1,-62.5,0.83449,922.75,4
29390,267.53,0.90487,0.13456,1,-56.5,4.49,921.75,4
29391,267.57,0.90487,0.13456,1,-56.5,4.49,921.75,4
29392,267.63,0.90487,0.13456,1,-56.5,4.49,921.75,4
29393,267.65,0.90487,0.13456,1,-56.5,4.49,921.75,4
29394,267.7,0.90487,0.13456,1,-56.5,4.49,921.75,4
29395,267.75,0.90487,0.13456,1,-56.5,4.49,921.75,4
29396,267.78,0.90487,0.13456,1,-60.0,0.4786,923.75,4
29397,267.82,0.90487,0.13456,1,-60.0,0.4786,923.75,4
29398,267.88,0.90487,0.13456,1,-60.0,0.4786,923.75,4
29399,267.9,0.90487,0.13456,1,-60.0,0.4786,923.75,4
29400,267.95,0.90487,0.13456,1,-60.0,0.4786,923.75,4
29401,268.0,0.90487,0.13456,1,-60.0,0.4786,923.75,4
29402,268.5,0.93932,0.24859,4,-50.0,1.4557,922.25,4
29403,268.57,0.93932,0.24859,4,-50.0,1.4557,922.25,4
29404,268.6,0.93932,0.24859,4,-50.0,1.4557,922.25,4
29405,268.65,0.93932,0.24859,4,-50.0,1.4557,922.25,4
29406,268.7,0.93932,0.24859,4,-50.0,1.4557,922.25,4
29407,268.75,0.93932,0.24859,4,-50.0,1.4557,922.25,4
29408,268.78,0.93932,0.24859,4,-50.5,0.22089,922.25,4
29409,268.82,0.93932,0.24859,4,-50.5,0.22089,922.25,4
29410,268.88,0.93932,0.24859,4,-50.5,0.22089,922.25,4
29411,268.9,0.93932,0.24859,4,-50.5,0.22089,922.25,4
29412,268.95,0.93932,0.24859,4,-50.5,0.22089,922.25,4
29413,269.0,0.93932,0.24859,4,-50.5,0.22089,922.25,4
29414,269.03,0.8704200000000001,0.08894400000000001,1,-65.5,4.5467,924.25,4
29415,269.07,0.8704200000000001,0.08894400000000001,1,-65.5,4.5467,924.25,4
29416,269.13,0.8704200000000001,0.08894400000000001,1,-65.5,4.5467,924.25,4
29417,269.15,0.8704200000000001,0.08894400000000001,1,-65.5,4.5467,924.25,4
29418,269.2,0.8704200000000001,0.08894400000000001,1,-65.5,4.5467,924.25,4
29419,269.23,0.8704200000000001,0.08894400000000001,1,-65.5,4.5467,924.25,4
29420,0.125,0.81301,-0.082102,1,-55.0,5.1235,920.75,1
29421,0.15,0.81301,-0.082102,1,-55.0,5.1235,920.75,1
29422,0.175,0.81301,-0.082102,1,-55.0,5.1235,920.75,1
29423,0.225,0.81301,-0.082102,1,-55.0,5.1235,920.75,1
29424,0.25,0.81301,-0.082102,1,-57.5,0.70717,925.25,1
29425,0.275,0.81301,-0.082102,1,-57.5,0.70717,925.25,1
29426,0.3,0.81301,-0.082102,1,-57.5,0.70717,925.25,1
29427,0.325,0.81301,-0.082102,1,-57.5,0.70717,925.25,1
29428,0.35,0.81301,-0.082102,1,-57.5,0.70717,925.25,1
29429,0.4,0.81301,-0.082102,1,-57.5,0.70717,925.25,1
29430,1.0,0.44555,0.11175,4,-67.5,0.041417,923.75,1
29431,1.075,0.44555,0.11175,4,-67.5,0.041417,923.75,1
29432,1.1,0.44555,0.11175,4,-67.5,0.041417,923.75,1
29433,1.15,0.44555,0.11175,4,-67.5,0.041417,923.75,1
29434,1.175,0.44555,0.11175,4,-67.5,0.041417,923.75,1
29435,1.225,0.44555,0.11175,4,-67.5,0.041417,923.75,1
29436,1.75,0.23885,-0.070699,3,-57.0,0.40344,922.25,3
29437,1.825,0.23885,-0.070699,3,-57.0,0.40344,922.25,3
29438,1.875,0.23885,-0.070699,3,-57.0,0.40344,922.25,3
29439,1.925,0.23885,-0.070699,3,-57.0,0.40344,922.25,3
29440,1.95,0.23885,-0.070699,3,-57.0,0.40344,922.25,3
29441,2.0,0.23885,-0.070699,3,-57.0,0.40344,922.25,3
29442,2.5,0.23885,-0.070699,1,-62.5,0.53689,920.75,3
29443,2.575,0.23885,-0.070699,1,-62.5,0.53689,920.75,3
29444,2.625,0.23885,-0.070699,1,-62.5,0.53689,920.75,3
29445,2.65,0.23885,-0.070699,1,-62.5,0.53689,920.75,3
29446,2.7,0.23885,-0.070699,1,-62.5,0.53689,920.75,3
29447,2.75,0.23885,-0.070699,1,-62.5,0.53689,920.75,3
29448,3.25,0.02067,-0.18473,1,-62.5,5.8399,921.75,3
29449,3.325,0.02067,-0.18473,1,-62.5,5.8399,921.75,3
29450,3.35,0.02067,-0.18473,1,-62.5,5.8399,921.75,3
29451,3.4,0.02067,-0.18473,1,-62.5,5.8399,921.75,3
29452,3.425,0.02067,-0.18473,1,-62.5,5.8399,921.75,3
29453,3.475,0.02067,-0.18473,1,-62.5,5.8399,921.75,3
29454,3.525,0.02067,-0.18473,1,-65.5,1.0446,923.75,3
29455,3.55,0.02067,-0.18473,1,-65.5,1.0446,923.75,3
29456,3.6,0.02067,-0.18473,1,-65.5,1.0446,923.75,3
29457,3.65,0.02067,-0.18473,1,-65.5,1.0446,923.75,3
29458,3.675,0.02067,-0.18473,1,-65.5,1.0446,923.75,3
29459,3.725,0.02067,-0.18473,1,-65.5,1.0446,923.75,3
29460,4.25,0.032152999999999994,-0.15052,3,-56.5,0.41878,922.25,3
29461,4.325,0.032152999999999994,-0.15052,3,-56.5,0.41878,922.25,3
29462,4.35,0.032152999999999994,-0.15052,3,-56.5,0.41878,922.25,3
29463,4.4,0.032152999999999994,-0.15052,3,-56.5,0.41878,922.25,3
29464,4.425,0.032152999999999994,-0.15052,3,-56.5,0.41878,922.25,3
29465,4.475,0.032152999999999994,-0.15052,3,-56.5,0.41878,922.25,3
29466,4.5,0.032152999999999994,-0.15052,1,-62.5,6.251,921.25,3
29467,4.55,0.032152999999999994,-0.15052,1,-62.5,6.251,921.25,3
29468,4.6,0.032152999999999994,-0.15052,1,-62.5,6.251,921.25,3
29469,4.625,0.032152999999999994,-0.15052,1,-62.5,6.251,921.25,3
29470,4.675,0.032152999999999994,-0.15052,1,-62.5,6.251,921.25,3
29471,4.725,0.032152999999999994,-0.15052,1,-62.5,6.251,921.25,3
29472,4.75,0.032152999999999994,-0.15052,3,-57.5,2.3117,924.25,3
29473,4.8,0.032152999999999994,-0.15052,3,-57.5,2.3117,924.25,3
29474,4.85,0.032152999999999994,-0.15052,3,-57.5,2.3117,924.25,3
29475,4.875,0.032152999999999994,-0.15052,3,-57.5,2.3117,924.25,3
29476,4.925,0.032152999999999994,-0.15052,3,-57.5,2.3117,924.25,3
29477,4.95,0.032152999999999994,-0.15052,3,-57.5,2.3117,924.25,3
29478,5.25,-0.082679,-0.082102,3,-57.5,2.0325,924.75,3
29479,5.325,-0.082679,-0.082102,3,-57.5,2.0325,924.75,3
29480,5.375,-0.082679,-0.082102,3,-57.5,2.0325,924.75,3
29481,5.4,-0.082679,-0.082102,3,-57.5,2.0325,924.75,3
29482,5.45,-0.082679,-0.082102,3,-57.5,2.0325,924.75,3
29483,5.5,-0.082679,-0.082102,3,-57.5,2.0325,924.75,3
29484,5.75,-0.082679,-0.082102,1,-62.0,5.7954,921.75,3
29485,5.825,-0.082679,-0.082102,1,-62.0,5.7954,921.75,3
29486,5.85,-0.082679,-0.082102,1,-62.0,5.7954,921.75,3
29487,5.9,-0.082679,-0.082102,1,-62.0,5.7954,921.75,3
29488,5.95,-0.082679,-0.082102,1,-62.0,5.7954,921.75,3
29489,5.975,-0.082679,-0.082102,1,-62.0,5.7954,921.75,3
29490,6.025,-0.082679,-0.082102,3,-57.0,5.7233,923.75,3
29491,6.075,-0.082679,-0.082102,3,-57.0,5.7233,923.75,3
29492,6.1,-0.082679,-0.082102,3,-57.0,5.7233,923.75,3
29493,6.15,-0.082679,-0.082102,3,-57.0,5.7233,923.75,3
29494,6.2,-0.082679,-0.082102,3,-57.0,5.7233,923.75,3
29495,6.225,-0.082679,-0.082102,3,-57.0,5.7233,923.75,3
29496,6.5,-0.0022966,-0.13912,3,-56.5,4.7461,920.25,3
29497,6.575,-0.0022966,-0.13912,3,-56.5,4.7461,920.25,3
29498,6.625,-0.0022966,-0.13912,3,-56.5,4.7461,920.25,3
29499,6.65,-0.0022966,-0.13912,3,-56.5,4.7461,920.25,3
29500,6.7,-0.0022966,-0.13912,3,-56.5,4.7461,920.25,3
29501,6.75,-0.0022966,-0.13912,3,-56.5,4.7461,920.25,3
29502,6.775,-0.094162,-0.070699,1,-62.5,5.3996,922.25,3
29503,6.825,-0.094162,-0.070699,1,-62.5,5.3996,922.25,3
29504,6.85,-0.094162,-0.070699,1,-62.5,5.3996,922.25,3
29505,6.9,-0.094162,-0.070699,1,-62.5,5.3996,922.25,3
29506,6.925,-0.094162,-0.070699,1,-62.5,5.3996,922.25,3
29507,6.975,-0.094162,-0.070699,1,-62.5,5.3996,922.25,3
29508,7.25,0.032152999999999994,-0.15052,1,-62.0,0.53996,920.75,3
29509,7.325,0.032152999999999994,-0.15052,1,-62.0,0.53996,920.75,3
29510,7.375,0.032152999999999994,-0.15052,1,-62.0,0.53996,920.75,3
29511,7.4,0.032152999999999994,-0.15052,1,-62.0,0.53996,920.75,3
29512,7.45,0.032152999999999994,-0.15052,1,-62.0,0.53996,920.75,3
29513,7.475,0.032152999999999994,-0.15052,1,-62.0,0.53996,920.75,3
29514,8.25,0.043636,-0.15052,3,-56.0,0.6764899999999999,921.75,3
29515,8.325,0.043636,-0.15052,3,-56.0,0.6764899999999999,921.75,3
29516,8.375,0.043636,-0.15052,3,-56.0,0.6764899999999999,921.75,3
29517,8.425,0.043636,-0.15052,3,-56.0,0.6764899999999999,921.75,3
29518,8.45,0.043636,-0.15052,3,-56.0,0.6764899999999999,921.75,3
29519,8.5,0.043636,-0.15052,3,-56.0,0.6764899999999999,921.75,3
29520,9.0,0.02067,-0.15052,3,-56.5,4.6909,920.25,3
29521,9.075,0.02067,-0.15052,3,-56.5,4.6909,920.25,3
29522,9.125,0.02067,-0.15052,3,-56.5,4.6909,920.25,3
29523,9.15,0.02067,-0.15052,3,-56.5,4.6909,920.25,3
29524,9.2,0.02067,-0.15052,3,-56.5,4.6909,920.25,3
29525,9.225,0.02067,-0.15052,3,-56.5,4.6909,920.25,3
29526,9.75,0.032152999999999994,-0.16192,1,-61.5,0.51849,920.75,3
29527,9.825,0.032152999999999994,-0.16192,1,-61.5,0.51849,920.75,3
29528,9.875,0.032152999999999994,-0.16192,1,-61.5,0.51849,920.75,3
29529,9.9,0.032152999999999994,-0.16192,1,-61.5,0.51849,920.75,3
29530,9.95,0.032152999999999994,-0.16192,1,-61.5,0.51849,920.75,3
29531,9.975,0.032152999999999994,-0.16192,1,-61.5,0.51849,920.75,3
29532,11.25,-0.082679,-0.059296,3,-56.0,4.671,920.25,3
29533,11.325,-0.082679,-0.059296,3,-56.0,4.671,920.25,3
29534,11.35,-0.082679,-0.059296,3,-56.0,4.671,920.25,3
29535,11.4,-0.082679,-0.059296,3,-56.0,4.671,920.25,3
29536,11.45,-0.082679,-0.059296,3,-56.0,4.671,920.25,3
29537,11.475,-0.082679,-0.059296,3,-56.0,4.671,920.25,3
29538,12.25,-0.025263,-0.10491,3,-56.5,1.2701,920.75,3
29539,12.325,-0.025263,-0.10491,3,-56.5,1.2701,920.75,3
29540,12.375,-0.025263,-0.10491,3,-56.5,1.2701,920.75,3
29541,12.425,-0.025263,-0.10491,3,-56.5,1.2701,920.75,3
29542,12.45,-0.025263,-0.10491,3,-56.5,1.2701,920.75,3
29543,12.5,-0.025263,-0.10491,3,-56.5,1.2701,920.75,3
29544,12.75,-0.025263,-0.10491,1,-63.5,4.967,922.75,3
29545,12.825,-0.025263,-0.10491,1,-63.5,4.967,922.75,3
29546,12.85,-0.025263,-0.10491,1,-63.5,4.967,922.75,3
29547,12.9,-0.025263,-0.10491,1,-63.5,4.967,922.75,3
29548,12.925,-0.025263,-0.10491,1,-63.5,4.967,922.75,3
29549,12.975,-0.025263,-0.10491,1,-63.5,4.967,922.75,3
29550,13.5,-0.025263,-0.10491,1,-64.5,4.6219,923.25,3
29551,13.575,-0.025263,-0.10491,1,-64.5,4.6219,923.25,3
29552,13.6,-0.025263,-0.10491,1,-64.5,4.6219,923.25,3
29553,13.65,-0.025263,-0.10491,1,-64.5,4.6219,923.25,3
29554,13.7,-0.025263,-0.10491,1,-64.5,4.6219,923.25,3
29555,13.725,-0.025263,-0.10491,1,-64.5,4.6219,923.25,3
29556,14.0,-0.025263,-0.10491,1,-62.5,0.029146,921.25,3
29557,14.075,-0.025263,-0.10491,1,-62.5,0.029146,921.25,3
29558,14.125,-0.025263,-0.10491,1,-62.5,0.029146,921.25,3
29559,14.15,-0.025263,-0.10491,1,-62.5,0.029146,921.25,3
29560,14.2,-0.025263,-0.10491,1,-62.5,0.029146,921.25,3
29561,14.225,-0.025263,-0.10491,1,-62.5,0.029146,921.25,3
29562,16.25,0.02067,-0.16192,3,-56.0,4.6756,920.25,3
29563,16.325,0.02067,-0.16192,3,-56.0,4.6756,920.25,3
29564,16.375,0.02067,-0.16192,3,-56.0,4.6756,920.25,3
29565,16.4,0.02067,-0.16192,3,-56.0,4.6756,920.25,3
29566,16.45,0.02067,-0.16192,3,-56.0,4.6756,920.25,3
29567,16.475,0.02067,-0.16192,3,-56.0,4.6756,920.25,3
29568,16.75,-0.12861,-0.03649,3,-57.0,2.2227,924.25,3
29569,16.825,-0.12861,-0.03649,3,-57.0,2.2227,924.25,3
29570,16.85,-0.12861,-0.03649,3,-57.0,2.2227,924.25,3
29571,16.9,-0.12861,-0.03649,3,-57.0,2.2227,924.25,3
29572,16.95,-0.12861,-0.03649,3,-57.0,2.2227,924.25,3
29573,16.975,-0.12861,-0.03649,3,-57.0,2.2227,924.25,3
29574,17.025,-0.12861,-0.03649,1,-62.5,0.6918300000000001,920.75,3
29575,17.075,-0.12861,-0.03649,1,-62.5,0.6918300000000001,920.75,3
29576,17.1,-0.12861,-0.03649,1,-62.5,0.6918300000000001,920.75,3
29577,17.15,-0.12861,-0.03649,1,-62.5,0.6918300000000001,920.75,3
29578,17.2,-0.12861,-0.03649,1,-62.5,0.6918300000000001,920.75,3
29579,17.225,-0.12861,-0.03649,1,-62.5,0.6918300000000001,920.75,3
29580,17.275,-0.12861,-0.03649,1,-67.5,0.044485,925.25,3
29581,17.3,-0.12861,-0.03649,1,-67.5,0.044485,925.25,3
29582,17.35,-0.12861,-0.03649,1,-67.5,0.044485,925.25,3
29583,17.4,-0.12861,-0.03649,1,-67.5,0.044485,925.25,3
29584,17.425,-0.12861,-0.03649,1,-67.5,0.044485,925.25,3
29585,17.475,-0.12861,-0.03649,1,-67.5,0.044485,925.25,3
29586,17.75,0.02067,-0.15052,1,-62.5,5.9795,921.75,3
29587,17.85,0.02067,-0.15052,1,-62.5,5.9795,921.75,3
29588,17.9,0.02067,-0.15052,1,-62.5,5.9795,921.75,3
29589,17.925,0.02067,-0.15052,1,-62.5,5.9795,921.75,3
29590,17.975,0.02067,-0.15052,1,-62.5,5.9795,921.75,3
29591,18.025,0.02067,-0.15052,1,-62.5,5.9795,921.75,3
29592,18.05,0.02067,-0.13912,1,-65.0,1.1397,923.75,3
29593,18.1,0.02067,-0.13912,1,-65.0,1.1397,923.75,3
29594,18.125,0.02067,-0.13912,1,-65.0,1.1397,923.75,3
29595,18.175,0.02067,-0.13912,1,-65.0,1.1397,923.75,3
29596,18.225,0.02067,-0.13912,1,-65.0,1.1397,923.75,3
29597,18.25,0.02067,-0.13912,1,-65.0,1.1397,923.75,3
29598,18.5,0.02067,-0.13912,3,-56.5,5.8982,923.25,3
29599,18.575,0.02067,-0.13912,3,-56.5,5.8982,923.25,3
29600,18.625,0.02067,-0.13912,3,-56.5,5.8982,923.25,3
29601,18.65,0.02067,-0.13912,3,-56.5,5.8982,923.25,3
29602,18.7,0.02067,-0.13912,3,-56.5,5.8982,923.25,3
29603,18.75,0.02067,-0.13912,3,-56.5,5.8982,923.25,3
29604,19.5,-0.059712,-0.070699,3,-56.5,1.2701,920.75,3
29605,19.575,-0.059712,-0.070699,3,-56.5,1.2701,920.75,3
29606,19.6,-0.059712,-0.070699,3,-56.5,1.2701,920.75,3
29607,19.65,-0.059712,-0.070699,3,-56.5,1.2701,920.75,3
29608,19.7,-0.059712,-0.070699,3,-56.5,1.2701,920.75,3
29609,19.725,-0.059712,-0.070699,3,-56.5,1.2701,920.75,3
29610,19.775,-0.059712,-0.070699,3,-57.5,1.7242,925.25,3
29611,19.825,-0.059712,-0.070699,3,-57.5,1.7242,925.25,3
29612,19.85,-0.059712,-0.070699,3,-57.5,1.7242,925.25,3
29613,19.9,-0.059712,-0.070699,3,-57.5,1.7242,925.25,3
29614,19.925,-0.059712,-0.070699,3,-57.5,1.7242,925.25,3
29615,19.975,-0.059712,-0.070699,3,-57.5,1.7242,925.25,3
29616,20.25,-0.0022966,-0.10491,3,-56.0,0.010738,922.75,3
29617,20.325,-0.0022966,-0.10491,3,-56.0,0.010738,922.75,3
29618,20.375,-0.0022966,-0.10491,3,-56.0,0.010738,922.75,3
29619,20.4,-0.0022966,-0.10491,3,-56.0,0.010738,922.75,3
29620,20.45,-0.0022966,-0.10491,3,-56.0,0.010738,922.75,3
29621,20.475,-0.0022966,-0.10491,3,-56.0,0.010738,922.75,3
29622,20.525,-0.0022966,-0.10491,1,-62.5,5.981,921.75,3
29623,20.575,-0.0022966,-0.10491,1,-62.5,5.981,921.75,3
29624,20.6,-0.0022966,-0.10491,1,-62.5,5.981,921.75,3
29625,20.65,-0.0022966,-0.10491,1,-62.5,5.981,921.75,3
29626,20.7,-0.0022966,-0.10491,1,-62.5,5.981,921.75,3
29627,20.725,-0.0022966,-0.10491,1,-62.5,5.981,921.75,3
29628,21.5,0.032152999999999994,-0.16192,3,-56.5,4.1034,921.25,3
29629,21.575,0.032152999999999994,-0.16192,3,-56.5,4.1034,921.25,3
29630,21.625,0.032152999999999994,-0.16192,3,-56.5,4.1034,921.25,3
29631,21.65,0.032152999999999994,-0.16192,3,-56.5,4.1034,921.25,3
29632,21.7,0.032152999999999994,-0.16192,3,-56.5,4.1034,921.25,3
29633,21.75,0.032152999999999994,-0.16192,3,-56.5,4.1034,921.25,3
29634,21.775,0.032152999999999994,-0.16192,3,-56.5,4.4041,920.75,3
29635,21.825,0.032152999999999994,-0.16192,3,-56.5,4.4041,920.75,3
29636,21.85,0.032152999999999994,-0.16192,3,-56.5,4.4041,920.75,3
29637,21.9,0.032152999999999994,-0.16192,3,-56.5,4.4041,920.75,3
29638,21.95,0.032152999999999994,-0.16192,3,-56.5,4.4041,920.75,3
29639,22.0,0.032152999999999994,-0.16192,3,-56.5,4.4041,920.75,3
29640,22.75,-0.025263,-0.093505,1,-62.0,5.9365,921.75,3
29641,22.825,-0.025263,-0.093505,1,-62.0,5.9365,921.75,3
29642,22.875,-0.025263,-0.093505,1,-62.0,5.9365,921.75,3
29643,22.9,-0.025263,-0.093505,1,-62.0,5.9365,921.75,3
29644,22.95,-0.025263,-0.093505,1,-62.0,5.9365,921.75,3
29645,23.0,-0.025263,-0.093505,1,-62.0,5.9365,921.75,3
29646,23.75,0.032152999999999994,-0.13912,3,-56.5,0.33748,922.25,3
29647,23.825,0.032152999999999994,-0.13912,3,-56.5,0.33748,922.25,3
29648,23.875,0.032152999999999994,-0.13912,3,-56.5,0.33748,922.25,3
29649,23.9,0.032152999999999994,-0.13912,3,-56.5,0.33748,922.25,3
29650,23.95,0.032152999999999994,-0.13912,3,-56.5,0.33748,922.25,3
29651,23.975,0.032152999999999994,-0.13912,3,-56.5,0.33748,922.25,3
29652,24.25,0.032152999999999994,-0.15052,1,-62.0,0.57831,920.75,3
29653,24.325,0.032152999999999994,-0.15052,1,-62.0,0.57831,920.75,3
29654,24.35,0.032152999999999994,-0.15052,1,-62.0,0.57831,920.75,3
29655,24.4,0.032152999999999994,-0.15052,1,-62.0,0.57831,920.75,3
29656,24.425,0.032152999999999994,-0.15052,1,-62.0,0.57831,920.75,3
29657,24.475,0.032152999999999994,-0.15052,1,-62.0,0.57831,920.75,3
29658,25.0,0.032152999999999994,-0.15052,1,-63.0,5.0146,922.75,3
29659,25.1,0.032152999999999994,-0.15052,1,-63.0,5.0146,922.75,3
29660,25.125,0.032152999999999994,-0.15052,1,-63.0,5.0146,922.75,3
29661,25.175,0.032152999999999994,-0.15052,1,-63.0,5.0146,922.75,3
29662,25.225,0.032152999999999994,-0.15052,1,-63.0,5.0146,922.75,3
29663,25.25,0.032152999999999994,-0.15052,1,-63.0,5.0146,922.75,3
29664,25.5,-0.025263,-0.10491,1,-68.5,2.8731,925.75,3
29665,25.575,-0.025263,-0.10491,1,-68.5,2.8731,925.75,3
29666,25.625,-0.025263,-0.10491,1,-68.5,2.8731,925.75,3
29667,25.65,-0.025263,-0.10491,1,-68.5,2.8731,925.75,3
29668,25.7,-0.025263,-0.10491,1,-68.5,2.8731,925.75,3
29669,25.725,-0.025263,-0.10491,1,-68.5,2.8731,925.75,3
29670,26.5,-0.11713,-0.0022806,3,-56.0,4.1203,921.25,3
29671,26.575,-0.11713,-0.0022806,3,-56.0,4.1203,921.25,3
29672,26.625,-0.11713,-0.0022806,3,-56.0,4.1203,921.25,3
29673,26.675,-0.11713,-0.0022806,3,-56.0,4.1203,921.25,3
29674,26.7,-0.11713,-0.0022806,3,-56.0,4.1203,921.25,3
29675,26.75,-0.11713,-0.0022806,3,-56.0,4.1203,921.25,3
29676,26.775,-0.11713,-0.0022806,3,-57.0,2.2964,924.25,3
29677,26.825,-0.11713,-0.0022806,3,-57.0,2.2964,924.25,3
29678,26.875,-0.11713,-0.0022806,3,-57.0,2.2964,924.25,3
29679,26.9,-0.11713,-0.0022806,3,-57.0,2.2964,924.25,3
